	,name,taxRank,taxID,environment,sampleID,mappingTool
123	123,Roseburia hominis,species,301301,gut,mga0aq39,centrifuge
124	124,Oscillibacter valericigenes,species,351091,gut,mga0aq39,centrifuge
125	125,Bacteroides dorei,species,357276,gut,mga0aq39,centrifuge
126	126,Bacteroides salanitronis,species,376805,gut,mga0aq39,centrifuge
127	127,Thermobacillus composti,species,377615,gut,mga0aq39,centrifuge
128	128,Barnesiella viscericola,species,397865,gut,mga0aq39,centrifuge
129	129,Adlercreutzia equolifaciens,species,446660,gut,mga0aq39,centrifuge
130	130,Pseudomonas chlororaphis,species,587753,gut,mga0aq39,centrifuge
131	131,Bifidobacterium kashiwanohense,species,630129,gut,mga0aq39,centrifuge
132	132,Anaerostipes hadrus,species,649756,gut,mga0aq39,centrifuge
133	133,Tannerella sp. oral taxon HOT-286,species,712710,gut,mga0aq39,centrifuge
134	134,Lachnospiraceae bacterium oral taxon 500,species,712991,gut,mga0aq39,centrifuge
135	135,Selenomonas sp. oral taxon 136,species,713030,gut,mga0aq39,centrifuge
136	136,Clostridium sp. BNL1100,species,755731,gut,mga0aq39,centrifuge
137	137,Mageeibacillus indolicus,species,884684,gut,mga0aq39,centrifuge
138	138,Clostridium sp. SY8519,species,1042156,gut,mga0aq39,centrifuge
139	139,Streptococcus sp. I-G2,species,1156431,gut,mga0aq39,centrifuge
140	140,Streptococcus sp. I-P16,species,1156433,gut,mga0aq39,centrifuge
141	141,Ruminococcus bicirculans,species,1160721,gut,mga0aq39,centrifuge
142	142,Cloacibacillus porcorum,species,1197717,gut,mga0aq39,centrifuge
143	143,Intestinimonas butyriciproducens,species,1297617,gut,mga0aq39,centrifuge
144	144,Gordonibacter urolithinfaciens,species,1335613,gut,mga0aq39,centrifuge
145	145,Ruminococcaceae bacterium CPB6,species,1572656,gut,mga0aq39,centrifuge
146	146,Herbinix luporum,species,1679721,gut,mga0aq39,centrifuge
147	147,Faecalibaculum rodentium,species,1702221,gut,mga0aq39,centrifuge
148	148,Turicibacter sp. H121,species,1712675,gut,mga0aq39,centrifuge
149	149,Bacteroides caecimuris,species,1796613,gut,mga0aq39,centrifuge
150	150,Blautia sp. YL58,species,1796616,gut,mga0aq39,centrifuge
151	151,Olsenella sp. Marseille-P2300,species,1805478,gut,mga0aq39,centrifuge
152	152,Christensenella massiliensis,species,1805714,gut,mga0aq39,centrifuge
153	153,Lachnoclostridium sp. YL32,species,1834196,gut,mga0aq39,centrifuge
154	154,Ruminiclostridium sp. KB18,species,1834198,gut,mga0aq39,centrifuge
155	155,Parabacteroides sp. YL27,species,1834200,gut,mga0aq39,centrifuge
156	156,Erysipelotrichaceae bacterium I46,species,1834207,gut,mga0aq39,centrifuge
157	157,Streptococcus sp. FDAARGOS_192,species,1839799,gut,mga0aq39,centrifuge
158	158,Gordonibacter massiliensis,species,1841863,gut,mga0aq39,centrifuge
159	159,Murdochiella vaginalis,species,1852373,gut,mga0aq39,centrifuge
160	160,Lachnoclostridium phocaeense,species,1871021,gut,mga0aq39,centrifuge
161	161,Nonomuraea sp. ATCC 55076,species,1909395,gut,mga0aq39,centrifuge
162	162,Phoenicibacter massiliensis,species,1944646,gut,mga0aq39,centrifuge
163	163,Parabacteroides sp. CT06,species,2025876,gut,mga0aq39,centrifuge
164	164,Mordavella sp. Marseille-P3756,species,2086584,gut,mga0aq39,centrifuge
165	165,Victivallales bacterium CCUG 44730,species,2094242,gut,mga0aq39,centrifuge
0	0,Bacteroides,genus,816,gut,mga07008,centrifuge
0	0,Myxococcus fulvus,species,33,gut,mga01r27,centrifuge
1	1,Sorangium cellulosum,species,56,gut,mga01r27,centrifuge
2	2,Treponema succinifaciens,species,167,gut,mga01r27,centrifuge
3	3,Azospirillum brasilense,species,192,gut,mga01r27,centrifuge
4	4,Azospirillum lipoferum,species,193,gut,mga01r27,centrifuge
5	5,Campylobacter coli,species,195,gut,mga01r27,centrifuge
6	6,Campylobacter jejuni,species,197,gut,mga01r27,centrifuge
7	7,Pseudomonas aeruginosa,species,287,gut,mga01r27,centrifuge
8	8,Burkholderia cepacia,species,292,gut,mga01r27,centrifuge
9	9,Pseudomonas fluorescens,species,294,gut,mga01r27,centrifuge
10	10,Pseudomonas mendocina,species,300,gut,mga01r27,centrifuge
11	11,Pseudomonas putida,species,303,gut,mga01r27,centrifuge
12	12,Ralstonia solanacearum,species,305,gut,mga01r27,centrifuge
13	13,Pseudomonas stutzeri,species,316,gut,mga01r27,centrifuge
14	14,Pseudomonas syringae,species,317,gut,mga01r27,centrifuge
15	15,Agrobacterium tumefaciens,species,358,gut,mga01r27,centrifuge
16	16,Rhizobium leguminosarum,species,384,gut,mga01r27,centrifuge
17	17,Methylobacterium extorquens,species,408,gut,mga01r27,centrifuge
18	18,Citrobacter freundii,species,546,gut,mga01r27,centrifuge
19	19,Enterobacter cloacae,species,550,gut,mga01r27,centrifuge
20	20,Escherichia coli,species,562,gut,mga01r27,centrifuge
21	21,Klebsiella oxytoca,species,571,gut,mga01r27,centrifuge
22	22,Klebsiella pneumoniae,species,573,gut,mga01r27,centrifuge
23	23,Serratia marcescens,species,615,gut,mga01r27,centrifuge
24	24,Aeromonas hydrophila,species,644,gut,mga01r27,centrifuge
25	25,Bacteroides fragilis,species,817,gut,mga01r27,centrifuge
26	26,Bacteroides thetaiotaomicron,species,818,gut,mga01r27,centrifuge
27	27,Bacteroides vulgatus,species,821,gut,mga01r27,centrifuge
28	28,Parabacteroides distasonis,species,823,gut,mga01r27,centrifuge
29	29,Porphyromonas gingivalis,species,837,gut,mga01r27,centrifuge
30	30,Prevotella ruminicola,species,839,gut,mga01r27,centrifuge
31	31,Oxalobacter formigenes,species,847,gut,mga01r27,centrifuge
32	32,Fusobacterium nucleatum,species,851,gut,mga01r27,centrifuge
33	33,Faecalibacterium prausnitzii,species,853,gut,mga01r27,centrifuge
34	34,Desulfovibrio desulfuricans,species,876,gut,mga01r27,centrifuge
35	35,Desulfovibrio vulgaris,species,881,gut,mga01r27,centrifuge
36	36,Desulfovibrio piger,species,901,gut,mga01r27,centrifuge
37	37,Acidaminococcus fermentans,species,905,gut,mga01r27,centrifuge
38	38,Megasphaera elsdenii,species,907,gut,mga01r27,centrifuge
39	39,Selenomonas ruminantium,species,971,gut,mga01r27,centrifuge
40	40,Rhodopseudomonas palustris,species,1076,gut,mga01r27,centrifuge
41	41,Ruminococcus albus,species,1264,gut,mga01r27,centrifuge
42	42,Streptococcus oralis,species,1303,gut,mga01r27,centrifuge
43	43,Streptococcus salivarius,species,1304,gut,mga01r27,centrifuge
44	44,Streptococcus suis,species,1307,gut,mga01r27,centrifuge
45	45,Streptococcus agalactiae,species,1311,gut,mga01r27,centrifuge
46	46,Streptococcus parasanguinis,species,1318,gut,mga01r27,centrifuge
47	47,Blautia hansenii,species,1322,gut,mga01r27,centrifuge
48	48,Streptococcus acidominimus,species,1326,gut,mga01r27,centrifuge
49	49,Streptococcus anginosus,species,1328,gut,mga01r27,centrifuge
50	50,Streptococcus equinus,species,1335,gut,mga01r27,centrifuge
51	51,Enterococcus faecalis,species,1351,gut,mga01r27,centrifuge
52	52,Enterococcus faecium,species,1352,gut,mga01r27,centrifuge
53	53,Lactococcus lactis,species,1358,gut,mga01r27,centrifuge
54	54,Bacillus cereus,species,1396,gut,mga01r27,centrifuge
55	55,Paenibacillus polymyxa,species,1406,gut,mga01r27,centrifuge
56	56,Bacillus subtilis,species,1423,gut,mga01r27,centrifuge
57	57,Bacillus thuringiensis,species,1428,gut,mga01r27,centrifuge
58	58,Clostridium botulinum,species,1491,gut,mga01r27,centrifuge
59	59,Clostridium butyricum,species,1492,gut,mga01r27,centrifuge
60	60,Clostridium cellulovorans,species,1493,gut,mga01r27,centrifuge
61	61,Clostridioides difficile,species,1496,gut,mga01r27,centrifuge
62	62,Clostridium pasteurianum,species,1501,gut,mga01r27,centrifuge
63	63,Clostridium perfringens,species,1502,gut,mga01r27,centrifuge
64	64,Clostridium beijerinckii,species,1520,gut,mga01r27,centrifuge
65	65,[Clostridium] cellulolyticum,species,1521,gut,mga01r27,centrifuge
66	66,Clostridium kluyveri,species,1534,gut,mga01r27,centrifuge
67	67,Clostridium baratii,species,1561,gut,mga01r27,centrifuge
68	68,Lactobacillus amylophilus,species,1603,gut,mga01r27,centrifuge
69	69,Bifidobacterium adolescentis,species,1680,gut,mga01r27,centrifuge
70	70,Bifidobacterium bifidum,species,1681,gut,mga01r27,centrifuge
71	71,Bifidobacterium breve,species,1685,gut,mga01r27,centrifuge
72	72,Eubacterium limosum,species,1736,gut,mga01r27,centrifuge
73	73,Streptomyces hygroscopicus,species,1912,gut,mga01r27,centrifuge
74	74,Symbiobacterium thermophilum,species,2734,gut,mga01r27,centrifuge
75	75,Bifidobacterium pseudocatenulatum,species,28026,gut,mga01r27,centrifuge
76	76,Streptococcus mitis,species,28037,gut,mga01r27,centrifuge
77	77,Tannerella forsythia,species,28112,gut,mga01r27,centrifuge
78	78,Bacteroides heparinolyticus,species,28113,gut,mga01r27,centrifuge
79	79,Bacteroides ovatus,species,28116,gut,mga01r27,centrifuge
80	80,Odoribacter splanchnicus,species,28118,gut,mga01r27,centrifuge
81	81,Bacteroides zoogleoformans,species,28119,gut,mga01r27,centrifuge
82	82,Prevotella denticola,species,28129,gut,mga01r27,centrifuge
83	83,Prevotella intermedia,species,28131,gut,mga01r27,centrifuge
84	84,Prevotella melaninogenica,species,28132,gut,mga01r27,centrifuge
85	85,Ornithobacterium rhinotracheale,species,28251,gut,mga01r27,centrifuge
86	86,Anaerotignum propionicum,species,28446,gut,mga01r27,centrifuge
87	87,Salmonella enterica,species,28901,gut,mga01r27,centrifuge
88	88,[Clostridium] cellulosi,species,29343,gut,mga01r27,centrifuge
89	89,Cellulosilyticum lentocellum,species,29360,gut,mga01r27,centrifuge
90	90,Rhizobium etli,species,29449,gut,mga01r27,centrifuge
91	91,Veillonella parvula,species,29466,gut,mga01r27,centrifuge
92	92,Achromobacter denitrificans,species,32002,gut,mga01r27,centrifuge
93	93,Variovorax paradoxus,species,34073,gut,mga01r27,centrifuge
94	94,Heliobacterium modesticaldum,species,35701,gut,mga01r27,centrifuge
95	95,[Eubacterium] eligens,species,39485,gut,mga01r27,centrifuge
96	96,[Eubacterium] hallii,species,39488,gut,mga01r27,centrifuge
97	97,[Eubacterium] rectale,species,39491,gut,mga01r27,centrifuge
98	98,Dialister pneumosintes,species,39950,gut,mga01r27,centrifuge
99	99,Stenotrophomonas maltophilia,species,40324,gut,mga01r27,centrifuge
100	100,Butyrivibrio proteoclasticus,species,43305,gut,mga01r27,centrifuge
101	101,Rothia mucilaginosa,species,43675,gut,mga01r27,centrifuge
102	102,Paenibacillus durus,species,44251,gut,mga01r27,centrifuge
103	103,Desulfovibrio fairfieldensis,species,44742,gut,mga01r27,centrifuge
104	104,Bacteroides caccae,species,47678,gut,mga01r27,centrifuge
105	105,Streptomyces lydicus,species,47763,gut,mga01r27,centrifuge
106	106,Prevotella dentalis,species,52227,gut,mga01r27,centrifuge
107	107,Pseudomonas citronellolis,species,53408,gut,mga01r27,centrifuge
108	108,Paenibacillus mucilaginosus,species,61624,gut,mga01r27,centrifuge
109	109,Lachnoclostridium phytofermentans,species,66219,gut,mga01r27,centrifuge
110	110,Selenomonas sputigena,species,69823,gut,mga01r27,centrifuge
111	111,Collinsella aerofaciens,species,74426,gut,mga01r27,centrifuge
112	112,Prevotella enoeca,species,76123,gut,mga01r27,centrifuge
113	113,Streptococcus constellatus,species,76860,gut,mga01r27,centrifuge
114	114,[Clostridium] saccharolyticum,species,84030,gut,mga01r27,centrifuge
115	115,[Clostridium] thermosuccinogenes,species,84032,gut,mga01r27,centrifuge
116	116,Slackia heliotrinireducens,species,84110,gut,mga01r27,centrifuge
117	117,Eggerthella lenta,species,84112,gut,mga01r27,centrifuge
118	118,Achromobacter xylosoxidans,species,85698,gut,mga01r27,centrifuge
119	119,Ramlibacter tataouinensis,species,94132,gut,mga01r27,centrifuge
120	120,Burkholderia cenocepacia,species,95486,gut,mga01r27,centrifuge
121	121,Streptococcus infantarius,species,102684,gut,mga01r27,centrifuge
122	122,Cupriavidus necator,species,106590,gut,mga01r27,centrifuge
123	123,Olsenella uli,species,133926,gut,mga01r27,centrifuge
124	124,[Eubacterium] sulci,species,143393,gut,mga01r27,centrifuge
125	125,Streptococcus lutetiensis,species,150055,gut,mga01r27,centrifuge
126	126,Megamonas hypermegale,species,158847,gut,mga01r27,centrifuge
127	127,Anaeromyxobacter dehalogenans,species,161493,gut,mga01r27,centrifuge
128	128,Corallococcus coralloides,species,184914,gut,mga01r27,centrifuge
129	129,Desulfovibrio magneticus,species,184917,gut,mga01r27,centrifuge
130	130,Butyrivibrio hungatei,species,185008,gut,mga01r27,centrifuge
131	131,Acidaminococcus intestini,species,187327,gut,mga01r27,centrifuge
132	132,Streptococcus pasteurianus,species,197614,gut,mga01r27,centrifuge
133	133,[Clostridium] bolteae,species,208479,gut,mga01r27,centrifuge
134	134,Alistipes finegoldii,species,214856,gut,mga01r27,centrifuge
135	135,Bifidobacterium longum,species,216816,gut,mga01r27,centrifuge
136	136,Achromobacter spanius,species,217203,gut,mga01r27,centrifuge
137	137,Akkermansia muciniphila,species,239935,gut,mga01r27,centrifuge
138	138,Bacteroides cellulosilyticus,species,246787,gut,mga01r27,centrifuge
139	139,Ethanoligenens harbinense,species,253239,gut,mga01r27,centrifuge
140	140,Bacteroides helcogenes,species,290053,gut,mga01r27,centrifuge
141	141,Flavonifractor plautii,species,292800,gut,mga01r27,centrifuge
142	142,Roseburia hominis,species,301301,gut,mga01r27,centrifuge
143	143,Capnocytophaga leadbetteri,species,327575,gut,mga01r27,centrifuge
144	144,Oscillibacter valericigenes,species,351091,gut,mga01r27,centrifuge
145	145,Bacteroides dorei,species,357276,gut,mga01r27,centrifuge
146	146,Bacteroides salanitronis,species,376805,gut,mga01r27,centrifuge
147	147,Barnesiella viscericola,species,397865,gut,mga01r27,centrifuge
148	148,Adlercreutzia equolifaciens,species,446660,gut,mga01r27,centrifuge
149	149,Eggerthella sp. YY7918,species,502558,gut,mga01r27,centrifuge
150	150,Pseudomonas chlororaphis,species,587753,gut,mga01r27,centrifuge
151	151,Prevotella fusca,species,589436,gut,mga01r27,centrifuge
152	152,Bifidobacterium kashiwanohense,species,630129,gut,mga01r27,centrifuge
153	153,Anaerostipes hadrus,species,649756,gut,mga01r27,centrifuge
154	154,Prevotella sp. oral taxon 299,species,652716,gut,mga01r27,centrifuge
155	155,Selenomonas sp. oral taxon 478,species,712538,gut,mga01r27,centrifuge
156	156,Tannerella sp. oral taxon HOT-286,species,712710,gut,mga01r27,centrifuge
157	157,Lachnospiraceae bacterium oral taxon 500,species,712991,gut,mga01r27,centrifuge
158	158,Selenomonas sp. oral taxon 136,species,713030,gut,mga01r27,centrifuge
159	159,Clostridium sp. BNL1100,species,755731,gut,mga01r27,centrifuge
160	160,Clostridium sp. SY8519,species,1042156,gut,mga01r27,centrifuge
161	161,Streptococcus sp. I-G2,species,1156431,gut,mga01r27,centrifuge
162	162,Streptococcus sp. I-P16,species,1156433,gut,mga01r27,centrifuge
163	163,Ruminococcus bicirculans,species,1160721,gut,mga01r27,centrifuge
164	164,Prevotella jejuni,species,1177574,gut,mga01r27,centrifuge
165	165,Cloacibacillus porcorum,species,1197717,gut,mga01r27,centrifuge
166	166,Intestinimonas butyriciproducens,species,1297617,gut,mga01r27,centrifuge
167	167,Capnocytophaga sp. oral taxon 878,species,1316596,gut,mga01r27,centrifuge
168	168,Gordonibacter urolithinfaciens,species,1335613,gut,mga01r27,centrifuge
169	169,Hymenobacter sp. APR13,species,1356852,gut,mga01r27,centrifuge
170	170,Coriobacteriaceae bacterium 68-1-3,species,1531429,gut,mga01r27,centrifuge
171	171,Ruminococcaceae bacterium CPB6,species,1572656,gut,mga01r27,centrifuge
172	172,Petrimonas mucosa,species,1642646,gut,mga01r27,centrifuge
173	173,Proteiniphilum saccharofermentans,species,1642647,gut,mga01r27,centrifuge
174	174,Herbinix luporum,species,1679721,gut,mga01r27,centrifuge
175	175,Faecalibaculum rodentium,species,1702221,gut,mga01r27,centrifuge
176	176,Negativicoccus massiliensis,species,1702287,gut,mga01r27,centrifuge
177	177,Turicibacter sp. H121,species,1712675,gut,mga01r27,centrifuge
178	178,Pseudodesulfovibrio indicus,species,1716143,gut,mga01r27,centrifuge
179	179,Streptococcus sp. A12,species,1759399,gut,mga01r27,centrifuge
180	180,Bacteroides caecimuris,species,1796613,gut,mga01r27,centrifuge
181	181,Blautia sp. YL58,species,1796616,gut,mga01r27,centrifuge
182	182,Olsenella sp. Marseille-P2300,species,1805478,gut,mga01r27,centrifuge
183	183,Christensenella massiliensis,species,1805714,gut,mga01r27,centrifuge
184	184,Lachnoclostridium sp. YL32,species,1834196,gut,mga01r27,centrifuge
185	185,Ruminiclostridium sp. KB18,species,1834198,gut,mga01r27,centrifuge
186	186,Parabacteroides sp. YL27,species,1834200,gut,mga01r27,centrifuge
187	187,Erysipelotrichaceae bacterium I46,species,1834207,gut,mga01r27,centrifuge
188	188,Streptococcus sp. FDAARGOS_192,species,1839799,gut,mga01r27,centrifuge
189	189,Gordonibacter massiliensis,species,1841863,gut,mga01r27,centrifuge
190	190,Murdochiella vaginalis,species,1852373,gut,mga01r27,centrifuge
191	191,Lachnoclostridium phocaeense,species,1871021,gut,mga01r27,centrifuge
192	192,Selenomonas sp. oral taxon 920,species,1884263,gut,mga01r27,centrifuge
193	193,Nonomuraea sp. ATCC 55076,species,1909395,gut,mga01r27,centrifuge
194	194,Parabacteroides sp. CT06,species,2025876,gut,mga01r27,centrifuge
195	195,Mordavella sp. Marseille-P3756,species,2086584,gut,mga01r27,centrifuge
196	196,Victivallales bacterium CCUG 44730,species,2094242,gut,mga01r27,centrifuge
0	0,Pseudomonas,genus,286,gut,mga08j52,centrifuge
1	1,Bacteroides,genus,816,gut,mga08j52,centrifuge
2	2,Streptococcus,genus,1301,gut,mga08j52,centrifuge
3	3,Streptomyces,genus,1883,gut,mga08j52,centrifuge
0	0,Buchnera aphidicola,species,9,gut,mga02294,centrifuge
1	1,Myxococcus fulvus,species,33,gut,mga02294,centrifuge
2	2,Sorangium cellulosum,species,56,gut,mga02294,centrifuge
3	3,Campylobacter coli,species,195,gut,mga02294,centrifuge
4	4,Campylobacter jejuni,species,197,gut,mga02294,centrifuge
5	5,Pseudomonas aeruginosa,species,287,gut,mga02294,centrifuge
6	6,Burkholderia cepacia,species,292,gut,mga02294,centrifuge
7	7,Pseudomonas fluorescens,species,294,gut,mga02294,centrifuge
8	8,Pseudomonas putida,species,303,gut,mga02294,centrifuge
9	9,Ralstonia solanacearum,species,305,gut,mga02294,centrifuge
10	10,Pseudomonas stutzeri,species,316,gut,mga02294,centrifuge
11	11,Pseudomonas syringae,species,317,gut,mga02294,centrifuge
12	12,Agrobacterium tumefaciens,species,358,gut,mga02294,centrifuge
13	13,Rhizobium leguminosarum,species,384,gut,mga02294,centrifuge
14	14,Enterobacter cloacae,species,550,gut,mga02294,centrifuge
15	15,Escherichia coli,species,562,gut,mga02294,centrifuge
16	16,Klebsiella pneumoniae,species,573,gut,mga02294,centrifuge
17	17,Serratia marcescens,species,615,gut,mga02294,centrifuge
18	18,Aeromonas hydrophila,species,644,gut,mga02294,centrifuge
19	19,Bacteroides fragilis,species,817,gut,mga02294,centrifuge
20	20,Bacteroides thetaiotaomicron,species,818,gut,mga02294,centrifuge
21	21,Bacteroides vulgatus,species,821,gut,mga02294,centrifuge
22	22,Parabacteroides distasonis,species,823,gut,mga02294,centrifuge
23	23,Porphyromonas gingivalis,species,837,gut,mga02294,centrifuge
24	24,Prevotella ruminicola,species,839,gut,mga02294,centrifuge
25	25,Fusobacterium nucleatum,species,851,gut,mga02294,centrifuge
26	26,Faecalibacterium prausnitzii,species,853,gut,mga02294,centrifuge
27	27,Fusobacterium varium,species,856,gut,mga02294,centrifuge
28	28,Fusobacterium periodonticum,species,860,gut,mga02294,centrifuge
29	29,Desulfovibrio desulfuricans,species,876,gut,mga02294,centrifuge
30	30,Desulfovibrio vulgaris,species,881,gut,mga02294,centrifuge
31	31,Acidaminococcus fermentans,species,905,gut,mga02294,centrifuge
32	32,Megasphaera elsdenii,species,907,gut,mga02294,centrifuge
33	33,Selenomonas ruminantium,species,971,gut,mga02294,centrifuge
34	34,Rhodopseudomonas palustris,species,1076,gut,mga02294,centrifuge
35	35,Prochlorococcus marinus,species,1219,gut,mga02294,centrifuge
36	36,Ruminococcus albus,species,1264,gut,mga02294,centrifuge
37	37,Staphylococcus aureus,species,1280,gut,mga02294,centrifuge
