name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Herbaspirillum rubrisubalbicans	80842	species	5611261	574	422	0.0
Wolbachia endosymbiont of Brugia malayi	80849	species	1080084	296	224	0.0
Aliivibrio wodanis	80852	species	4635126	1245	709	0.0
Moritella viscosa	80854	species	5093989	1069	747	0.0
Comamonadaceae	80864	family	0	183	0	0.0
Delftia	80865	genus	0	48	0	0.0
Delftia acidovorans	80866	species	6767514	875	281	0.0
Acidovorax avenae	80867	species	5482170	897	444	0.0
Acidovorax citrulli	80869	species	5351348	645	404	0.0
Treponema brennaborense	81028	species	3055580	140	87	0.0
Hyphomonas neptunium	81032	species	3705021	214	164	0.0
Entomoplasma melaleucae	81459	species	845295	252	147	0.0
Thermanaerovibrio	81461	genus	0	2	0	0.0
Thermanaerovibrio acidaminovorans	81462	species	1848474	96	45	0.0
Aminobacterium colombiense	81468	species	1980592	94	65	0.0
Frateuria aurantia	81475	species	3603458	547	233	0.0
Rhodoferax antarcticus	81479	species	4055436	400	276	0.0
Methylovorus	81682	genus	0	2	0	0.0
Leuconostocaceae	81850	family	0	2	0	0.0
Enterococcaceae	81852	family	0	8	0	0.0
Picrophilus torridus	82076	species	1545895	101	88	0.0
Rhizobiaceae	82115	family	0	155	0	0.0
Streptococcus pluranimalium	82348	species	2065522	111	82	0.0
Cupriavidus gilardii	82541	species	5578743	735	498	0.0
Pseudanabaena sp. PCC 7367	82654	species	4885680	1599	1167	0.0
Obesumbacterium proteus	82983	species	5011796	290	157	0.0
Pragia	82984	genus	0	1	0	0.0
Pragia fontium	82985	species	4094629	271	205	0.0
Tatumella	82986	genus	0	2	0	0.0
Serratia plymuthica	82996	species	6554843	1117	642	0.0
Methanocaldococcus fervens	83171	species	1507251	166	120	0.0
Mycobacterium immunogenum	83262	species	11178626	2336	1298	0.0
Aminobacter aminovorans	83263	species	6890726	1318	1162	0.0
gamma proteobacterium HdN1	83406	species	4587455	413	256	3.99055e-16
Melittangium boletus	83453	species	9910441	1003	700	0.0
Myxococcus stipitatus	83455	species	10350586	1087	767	0.0
Corallococcus	83461	genus	0	3	0	0.0
Parachlamydia acanthamoebae	83552	species	3072383	185	142	0.0
Chlamydia psittaci	83554	species	1441799	161	109	0.0
Chlamydia abortus	83555	species	3433179	104	73	0.0
Chlamydia felis	83556	species	1173791	77	58	0.0
Chlamydia caviae	83557	species	1181356	97	61	0.0
Chlamydia pneumoniae	83558	species	2706243	368	165	0.0
Chlamydia suis	83559	species	1083283	75	55	0.0
Chlamydia muridarum	83560	species	4078723	125	91	0.0
Simkania negevensis	83561	species	2628375	179	127	0.0
Stenotrophomonas nitritireducens	83617	species	4541729	911	306	0.0
Pseudoxanthomonas	83618	genus	0	15	0	0.0
Leclercia	83654	genus	0	8	0	0.0
Leclercia adecarboxylata	83655	species	4803917	493	198	0.0
Nocardiopsaceae	83676	family	0	8	0	0.0
Thermobifida	83677	genus	0	1	0	0.0
Nonomuraea	83681	genus	0	2	0	0.0
Lactobacillus amylolyticus	83683	species	1636037	145	91	0.0
Kineosporiaceae	83778	family	0	4	0	0.0
Methanobrevibacter ruminantium	83816	species	2937203	195	182	0.0
Palaeococcus	83867	genus	0	2	0	0.0
Methanocorpusculum labreanum	83984	species	1804962	36	33	0.0
Methanoculleus bourgensis	83986	species	2670481	166	59	0.0
Clostridium aceticum	84022	species	4207037	405	314	0.0
Clostridium autoethanogenum	84023	species	8704651	452	51	0.0
[Clostridium] saccharolyticum	84030	species	4662871	207	173	0.0
[Clostridium] thermosuccinogenes	84032	species	4731216	342	274	0.0
Coriobacteriaceae	84107	family	0	2	0	0.0
Slackia	84108	genus	0	2	0	0.0
Slackia heliotrinireducens	84110	species	3165038	178	143	0.0
Eggerthella	84111	genus	0	4	0	0.0
Eggerthella lenta	84112	species	3612732	353	280	0.0
Archaeoglobus profundus	84156	species	1563423	58	58	0.0
Magnetospirillum magneticum	84159	species	4967148	929	361	0.0
Cryptobacterium curtum	84163	species	1617804	96	42	0.0
Microbacterium chocolatum	84292	species	3168630	323	231	0.0
Brachyspira intermedia	84377	species	3308048	472	297	0.0
Brachyspira murdochii	84378	species	3241804	493	332	0.0
Hippea	84404	genus	0	1	0	0.0
Hippea maritima	84405	species	1694430	156	117	0.0
Virgibacillus	84406	genus	0	9	0	0.0
Lysobacter antibioticus	84531	species	11681564	4956	3301	0.0
Sodalis	84565	genus	0	19	0	0.0
Sphingobacteriaceae	84566	family	0	55	0	0.0
Pedobacter	84567	genus	0	27	0	0.0
Synechococcus sp. WH 8102	84588	species	2434428	121	10	0.0
Taylorella asinigenitalis	84590	species	1638559	403	325	0.0
Verrucosispora	84593	genus	0	4	0	0.0
Gordonia polyisoprenivorans	84595	species	5844299	400	290	0.0
Staphylothermus hellenicus	84599	species	1580347	73	62	0.0
Aeromonadaceae	84642	family	0	67	0	0.0
Beutenbergia	84756	genus	0	1	0	0.0
Beutenbergia cavernae	84757	species	4669183	674	536	0.0
Desulfotalea psychrophila	84980	species	3659634	297	207	0.0
Acidimicrobiia	84992	class	0	6	0	0.0
Acidimicrobiales	84993	order	0	17	0	0.0
Acidimicrobiaceae	84994	family	0	1	0	0.0
Rubrobacterales	84996	order	0	5	0	0.0
Rubrobacteraceae	84997	family	0	4	0	0.0
Coriobacteriia	84998	class	0	12	0	0.0
Coriobacteriales	84999	order	0	10	0	0.0
Sphaerobacterales	85001	order	0	3	0	0.0
Sphaerobacteraceae	85002	family	0	2	0	0.0
Bifidobacteriales	85004	order	0	14	0	0.0
Micrococcales	85006	order	0	166	0	0.0
Corynebacteriales	85007	order	0	303	0	0.0
Micromonosporales	85008	order	0	9	0	0.0
Propionibacteriales	85009	order	0	69	0	0.0
Pseudonocardiales	85010	order	0	31	0	0.0
Streptomycetales	85011	order	0	247	0	0.0
Streptosporangiales	85012	order	0	11	0	0.0
Frankiales	85013	order	0	48	0	0.0
Glycomycetales	85014	order	0	1	0	0.0
Nocardioidaceae	85015	family	0	25	0	0.0
Cellulomonadaceae	85016	family	0	7	0	0.0
Promicromonosporaceae	85017	family	0	23	0	0.0
Brevibacteriaceae	85019	family	0	8	0	0.0
Dermabacteraceae	85020	family	0	19	0	0.0
Intrasporangiaceae	85021	family	0	1	0	0.0
Microbacteriaceae	85023	family	0	66	0	0.0
Nocardiaceae	85025	family	0	50	0	0.0
Gordoniaceae	85026	family	0	1	0	0.0
Tsukamurellaceae	85028	family	0	5	0	0.0
Dietziaceae	85029	family	0	3	0	0.0
Geodermatophilaceae	85030	family	0	16	0	0.0
Nakamurellaceae	85031	family	0	4	0	0.0
Glycomycetaceae	85034	family	0	1	0	0.0
Marichromatium	85076	genus	0	1	0	0.0
Pseudarthrobacter chlorophenolicus	85085	species	4980870	252	182	0.0
Mannheimia varigena	85404	species	2201818	344	215	0.000141958
Bosea	85413	genus	0	26	0	0.0
Thauera sp. MZ1T	85643	species	4574586	426	290	0.0
[Bacillus] selenitireducens	85683	species	3592487	140	113	0.0
Achromobacter xylosoxidans	85698	species	15300294	2267	1288	0.0
Bartonella tribocorum	85701	species	2636792	459	285	0.0
Thermacetogenium phaeum	85874	species	2939057	84	62	0.0
Chlamydia pecorum	85991	species	1105923	121	77	0.0
endosymbiont of Acanthamoeba sp. UWC8	86106	species	1615277	332	247	0.0
Syntrophothermus lipocalidus	86170	species	2405559	131	106	0.000129935
Saccharophagus degradans	86304	species	5057531	1349	1003	3.50248e-16
Mogibacterium	86331	genus	0	1	0	0.0
Methanoculleus sp. MAB1	86622	species	2859299	152	54	0.0
Mycoplasma dispar	86660	species	2150259	127	116	0.0
Bacillus flexus	86664	species	4104242	663	574	0.0
Bacillus halodurans	86665	species	4202352	145	117	0.0
Aerococcus christensenii	87541	species	1634920	188	137	0.0
Burkholderia multivorans	87883	species	15803734	1367	804	0
Treponema primitia	88058	species	4059867	185	160	0.0
Modestobacter	88138	genus	0	4	0	0.0
Caulobacter segnis	88688	species	4655544	500	298	0.0
Natrinema	88723	genus	0	2	0	0.0
Lactobacillus acidipiscis	89059	species	2607423	174	90	0.0
Corynebacterium terpenotabidum	89154	species	2751233	346	212	0.0
Ruegeria pomeroyi	89184	species	4601048	1199	709	0.000255882
Cytophagaceae	89373	family	0	4	0	0.0
Glaciecola	89404	genus	0	2	0	0.0
Gluconacetobacter	89583	genus	0	5	0	0.0
Hymenobacter	89966	genus	0	37	5	0.0
Oligella	90243	genus	0	1	0	0.0
Oligella urethralis	90245	species	2511315	155	113	0.0
Xanthomonas gardneri	90270	species	11041650	2160	974	0.0
Gallionellaceae	90627	family	0	5	0	0.0
Staphylococcaceae	90964	family	0	26	0	0.0
Bacilli	91061	class	0	158	0	0.0
Enterobacterales	91347	order	0	422	0	0.0
Candidatus Paracaedibacter acanthamoebae	91604	species	2485110	252	203	0.0
Candidatus Portiera aleyrodidarum	91844	species	710427	1547	1103	0.0
Asaia	91914	genus	0	1	0	0.0
Asaia bogorensis	91915	species	3198265	167	104	0.0
Thiomicrospira aerophila	92245	species	2158359	277	148	0.0
Streptomyces malaysiensis	92644	species	10744231	1702	418	0.0
Herbaspirillum frisingense	92645	species	5445269	660	445	0.0
[Brevibacterium] flavum	92706	species	3339820	260	0	0.0
Ketogulonicigenium	92944	genus	0	2	0	0.0
Ketogulonicigenium vulgare	92945	species	5302341	669	442	3.10298e-14
Ketogulonicigenium robustum	92947	species	2713835	652	451	8.6028e-05
Sphingomonas koreensis	93064	species	4819238	345	250	0.0
Pandoraea	93217	genus	0	31	3	0.0
Pandoraea apista	93218	species	27664360	595	404	1.21491e-18
Pandoraea norimbergensis	93219	species	6167370	1980	1373	2.66667e-05
Pandoraea pnomenusa	93220	species	13701639	1384	854	0.0
Pandoraea pulmonicola	93221	species	5867621	3726	2523	0.0
Pandoraea sputorum	93222	species	11486120	343	238	0.0
Edwardsiella hoshinae	93378	species	3811650	214	140	0.0
Fervidobacterium pennivorans	93466	species	2114116	208	156	0.0
Roseateles	93681	genus	0	5	0	0.0
Thermotoga petrophila	93929	species	1823511	33	11	0.0
Thermotoga naphthophila	93930	species	1809823	71	21	0.0
Shewanella japonica	93973	species	4975677	959	734	0.0
Shewanella sp. ANA-3	94122	species	5251146	505	160	0.000250942
Ramlibacter tataouinensis	94132	species	4493411	1062	764	0.0
Dyadobacter fermentans	94254	species	6967790	335	265	0.0
Bordetella petrii	94624	species	5287950	331	231	0.0
Desulfurococcus amylolyticus	94694	species	1374669	38	36	0.0
Methanosarcinales	94695	order	0	31	0	0.0
Burkholderia stabilis	95485	species	16249051	1283	557	0.0
Burkholderia cenocepacia	95486	species	19387935	3143	1381	0.0
Legionella fallonii	96230	species	4434890	631	458	0.0
Flavobacterium psychrophilum	96345	species	5532609	1637	1177	2.02719e-23
Thauera chlorobenzoica	96773	species	3735506	387	193	0.0
Vitreoscilla sp. C1	96942	species	2610419	382	279	0.0
Ruegeria	97050	genus	0	30	0	0.0
Halobacteriovorax marinus	97084	species	3415572	561	462	0.0
Ferroplasma acidarmanus	97393	species	1935211	108	29	0.0
Acetomicrobium mobile	97477	species	2160700	49	48	0.0
Lactobacillus mucosae	97478	species	2434610	148	121	0.0
Bacillus sp. OxB-1	98228	species	3594618	96	72	0.0
Calothrix sp. PCC 7507	99598	species	7023215	1009	657	0.0
Onion yellows phytoplasma	100379	species	853092	140	55	0.0
Chloroherpeton	100715	genus	0	7	0	0.0
Chloroherpeton thalassium	100716	species	3293456	168	144	0.0
Wolbachia endosymbiont of Onchocerca ochengi	100901	species	957990	248	18	0.0
Methanomethylovorans	101191	genus	0	15	0	0.0
Methanomethylovorans hollandica	101192	species	2714013	86	77	0.0
Aequorivita sublithincola	101385	species	3520671	1729	1270	0.000159159
Candidatus Blochmannia pennsylvanicus	101534	species	791654	199	30	0.0
Pseudomonas alcaliphila	101564	species	5340293	342	144	0.0
Burkholderia ubonensis	101571	species	22281372	2250	1001	0.0
Stanieria	102115	genus	0	45	0	0.0
Stanieria cyanosphaera	102116	species	5544990	751	434	0.0
Desulfotomaculum gibsoniae	102134	species	4855529	360	261	0.0
Gloeocapsa	102231	genus	0	4	0	0.0
Cyanobacterium	102234	genus	0	1	0	0.0
Streptococcus infantarius	102684	species	1913271	186	76	0.0
Nostoc sp. PCC 7120	103690	species	7211789	826	487	0.0
Saccharothrix espanaensis	103731	species	9360653	1106	830	0.0
Rhodococcus pyridinivorans	103816	species	5447203	870	151	0.0
Bordetella hinzii	103855	species	14686667	378	254	0.0
Pseudomonas frederiksbergensis	104087	species	18923076	803	488	0.0
Acetobacter tropicalis	104102	species	4139662	1387	725	0.0
Cellulophaga	104264	genus	0	37	0	0.0
Tenacibaculum	104267	genus	0	37	0	0.0
Serratia sp. ATCC 39006	104623	species	9943513	223	147	0.0
Ralstonia mannitolilytica	105219	species	9915295	1096	701	0.0
Methylibium petroleiphilum	105560	species	4643639	585	441	0.0
Frankia casuarinae	106370	species	5433628	1718	1275	0.0
Cupriavidus	106589	genus	0	129	0	0.0
Cupriavidus necator	106590	species	7948767	1348	694	0.0
Ensifer	106591	genus	0	3	0	0.0
Ensifer adhaerens	106592	species	7267502	409	252	0.0
Thioalkalivibrio	106633	genus	0	14	0	0.0
Thioalkalivibrio versutus	106634	species	2969361	181	133	0.0
Acinetobacter bereziniae	106648	species	4509124	426	309	0.0
Acinetobacter nosocomialis	106654	species	12206785	724	414	0.0
Tenacibaculum maritimum	107401	species	3435971	3523	2503	2.48348e-14
Opitutus terrae	107709	species	5957605	486	414	0.0
Thioalkalivibrio paradoxus	108010	species	3756729	345	195	0.0
Thermoanaerobacter italicus	108150	species	2451061	207	36	0.0
Corynebacterium falsenii	108486	species	2719616	285	229	0.0
Acinetobacter schindleri	108981	species	3268053	399	271	0.0
Desulfotalea	109168	genus	0	2	0	0.0
Rickettsia monacensis	109232	species	1353450	120	58	0.0
Halothiobacillus	109262	genus	0	6	0	0.0
Lactobacillus jensenii	109790	species	1672949	177	146	0.0
Thermococcus guaymasensis	110164	species	1920914	41	33	0.0
Sinorhizobium medicae	110321	species	6817576	983	290	0.0
Mycobacterium vanbaalenii	110539	species	6491865	528	358	0.0
Synechococcus sp. CC9605	110662	species	2510659	185	98	0.0
Leifsonia	110932	genus	0	1	0	0.0
Actinomyces radicidentis	111015	species	3051613	503	377	0.0
Muricauda	111500	genus	0	5	0	0.0
Muricauda ruestringensis	111501	species	3842422	734	537	0.0
Leptolyngbya sp. PCC 7376	111781	species	5125950	483	325	0.0
Sulfolobus tokodaii	111955	species	2694756	167	159	0.0
Bathymodiolus septemdierum thioautotrophic gill symbiont	113267	species	1469434	513	264	0.0
Geoglobus ahangari	113653	species	1770093	68	60	0.0
Pediococcus inopinatus	114090	species	2312041	127	88	0.0
Candidatus Carsonella	114185	genus	0	1	0	0.0
Candidatus Carsonella ruddii	114186	species	157543	102	80	0.0
Thermofilaceae	114378	family	0	1	0	0.0
Desulfurococcales	114380	order	0	1	0	0.0
Mogibacterium diversum	114527	species	1815831	156	128	0.0
Bradyrhizobium sp. ORS 278	114615	species	7456587	744	495	0.0
Methylobacterium nodulans	114616	species	8839022	713	554	0.0
Halomonas hydrothermalis	115561	species	3933432	464	265	0.0
Bradyrhizobium sp. ORS 285	115808	species	7797098	588	388	0.0
Micropruina	116071	genus	0	2	0	0.0
Sphingopyxis alaskensis	117207	species	3373713	283	187	0.0
Flavobacteriia	117743	class	0	62	0	0.0
Sphingobacteriia	117747	class	0	9	0	0.0
Denitrovibrio acetiphilus	118000	species	3222077	194	160	0.0
Methanobacterium congolense	118062	species	2469575	118	101	0.0
Oscillatoria acuminata	118323	species	7804270	755	577	0.0
Brucellaceae	118882	family	0	17	0	0.0
Sulfolobaceae	118883	family	0	6	0	0.0
Deinococcales	118964	order	0	29	0	0.0
Coxiellaceae	118968	family	0	21	0	0.0
Legionellales	118969	order	0	5	0	0.0
Rhodobiaceae	119043	family	0	1	0	0.0
Methylobacteriaceae	119045	family	0	18	0	0.0
Burkholderiaceae	119060	family	0	335	0	0.0
Aerococcus sanguinicola	119206	species	2033849	66	52	0.0
Cupriavidus metallidurans	119219	species	6933230	3456	2433	9.43386e-05
Pseudothermotoga thermarum	119394	species	2039943	95	78	0.0
Syntrophobacter fumaroxidans	119484	species	4990251	157	101	0.0
Rhodobaca	119541	genus	0	6	0	0.0
Bacillus sonorensis	119858	species	4832293	172	135	0.0
Marinomonas mediterranea	119864	species	4684316	607	427	0.0
Acidithiobacillus	119977	genus	0	1	0	0.0
Sphingobium cloacae	120107	species	4547566	259	164	0.0
Brucella pinnipedialis	120576	species	3365148	44	2	0.0
Brucella ceti	120577	species	3278034	38	2	0.0
Methylocella	120652	genus	0	2	0	0.0
Dyadobacter	120831	genus	0	1	0	0.0
Roseiflexus castenholzii	120962	species	5723298	361	268	0.0
Pseudarthrobacter sulfonivorans	121292	species	5056151	276	222	0.0
Pannonibacter phragmitetus	121719	species	5669701	446	299	0.0
Haloterrigena	121871	genus	0	3	0	0.0
Pectobacterium	122277	genus	0	29	0	0.0
Thermococcus sp. P6	122420	species	1522818	26	25	0.0
Bordetella trematum	123899	species	8806998	278	207	0.0
Roseomonas	125216	genus	0	15	0	0.0
Beutenbergiaceae	125316	family	0	5	0	0.0
Providencia alcalifaciens	126385	species	3990106	358	260	0.0
Thermotoga sp. RQ7	126738	species	1851618	25	7	0.0
Thermotoga sp. RQ2	126740	species	1877693	43	5	0.0
Stenotrophomonas acidaminiphila	128780	species	7799161	1387	644	0.0
Erysipelotrichaceae	128827	family	0	1	0	0.0
Aerococcus urinaehominis	128944	species	1831400	99	75	0.0
Syntrophothermus	129001	genus	0	1	0	0.0
Geobacillus	129337	genus	0	84	62	0.0
Geobacillus subterraneus	129338	species	3474426	114	91	0.0
Carboxydothermus hydrogenoformans	129958	species	2401520	188	168	0.0
Kineococcus radiotolerans	131568	species	4956672	877	650	0.0
Desulfomicrobium orale	132132	species	2783374	85	65	0.0
Rhodococcus jostii	132919	species	9702737	818	464	0.0
Exiguobacterium antarcticum	132920	species	2815863	68	44	0.0
Caldilinea aerophila	133453	species	5144873	375	291	0.0
Nitrosococcus halophilus	133539	species	4145260	224	195	0.0
Leisingera methylohalidivorans	133924	species	4650996	1160	707	0.000181106
Olsenella	133925	genus	0	2	0	0.0
Olsenella uli	133926	species	2051896	150	121	0.0
secondary endosymbiont of Heteropsylla cubana	134287	species	1121596	234	179	0.0
Paraburkholderia fungorum	134537	species	9058983	604	406	7.14255e-05
Candidatus Xiphinematobacter	134550	genus	0	3	0	0.0
Mycobacterium goodii	134601	species	7105933	573	408	0.0
Opitutaceae	134623	family	0	3	0	0.0
Actinoplanes sp. SE50/110	134676	species	18480017	876	0	0.0
Ureaplasma parvum	134821	species	1287735	238	152	0.0
Nocardia soli	134962	species	7310115	638	465	0.0
Nocardia cyriacigeorgica	135487	species	6328641	917	675	0.0
Idiomarina	135575	genus	0	7	0	0.0
Idiomarina loihiensis	135577	species	2839538	341	204	0
Chromatiales	135613	order	0	83	0	0.0
Xanthomonadales	135614	order	0	181	0	0.0
Piscirickettsiaceae	135616	family	0	15	0	0.0
Thiotrichaceae	135617	family	0	5	0	0.0
Methylococcales	135618	order	0	42	0	0.0
Oceanospirillales	135619	order	0	60	0	0.0
Oceanospirillaceae	135620	family	0	26	0	0.0
Pseudomonadaceae	135621	family	0	450	0	0.0
Alteromonadales	135622	order	0	155	0	0.0
Vibrionales	135623	order	0	38	0	0.0
Aeromonadales	135624	order	0	48	0	0.0
Pasteurellales	135625	order	0	5	0	0.0
Bacillus endophyticus	135735	species	5313985	381	318	0.0
Thermocrinis albus	136094	species	1500577	45	42	0.0
Mycoplasma haemocanis	136241	species	919992	560	261	0.0
Leuconostoc kimchii	136609	species	2101787	169	95	0.0
Corynebacterium testudinoris	136857	species	2721226	539	163	0.0
Weissella cibaria	137591	species	14485431	181	158	0.0
Candidatus Hamiltonella defensa	138072	species	1739504	568	385	0.0
Blastococcus saxobsidens	138336	species	4875340	658	471	0.0
Helicobacter cetorum	138563	species	1903950	372	220	0.0
Mesoplasma lactucae	138853	species	1674858	126	96	0.0
Isoptericola variabilis	139208	species	3307740	571	397	0.0
Oleiphilus	141450	genus	0	6	0	0.0
Oleiphilus messinensis	141451	species	6379281	732	467	3.99239e-30
Desulfitobacterium metallireducens	142877	species	3176073	185	130	0.0
Methanosaetaceae	143067	family	0	1	0	0.0
Salegentibacter	143222	genus	0	1	0	0.0
Filifactor alocis	143361	species	1931012	184	131	0.0
[Eubacterium] sulci	143393	species	1739380	132	95	0.0
Methanothermobacter	145260	genus	0	6	0	0.0
Methanothermobacter wolfeii	145261	species	1686891	43	33	0.0
Methanothermobacter thermautotrophicus	145262	species	1751377	30	15	0.0
